emp_no,first_name,last_name,title,from_date,salary
492677,Goetz,McAffer,Senior Engineer,1994-02-04,57772
493031,Hironoby,Jakobus,Senior Staff,1996-07-29,58953
493031,Hironoby,Jakobus,Staff,1991-07-30,58953
493048,Muzhong,Berztiss,Senior Staff,2001-01-22,87744
493048,Muzhong,Berztiss,Staff,1995-01-23,87744
493096,Sachem,Msuda,Engineer,1995-04-07,54424
493278,Shaleah,Pileggi,Engineer,1999-02-10,40000
494019,Morrie,Iisaku,Senior Staff,1999-05-06,65241
494019,Morrie,Iisaku,Staff,1991-05-06,65241
494088,Phule,Dahlbom,Engineer,1989-02-06,53267
494088,Phule,Dahlbom,Senior Engineer,1997-02-06,53267
494493,Masasuke,Koprowski,Staff,1996-11-20,96959
496970,Giordano,Maquelin,Senior Engineer,1999-12-31,58910
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,40000
494978,Bezalel,Himler,Staff,1999-07-09,50846
494995,Yongmao,Pouyioutas,Senior Staff,1996-08-24,61003
494995,Yongmao,Pouyioutas,Staff,1989-08-24,61003
495969,Geoffrey,Panienski,Engineer,1988-11-28,40000
495969,Geoffrey,Panienski,Senior Engineer,1995-11-29,40000
496100,Pranjal,Reinhard,Staff,1995-05-08,40197
496978,Danco,Debuse,Senior Staff,1998-09-10,74289
496978,Danco,Debuse,Staff,1993-09-10,74289
497007,Oldrich,Adachi,Engineer,1997-04-03,42380
497007,Oldrich,Adachi,Senior Engineer,2002-04-03,42380
497340,Fayez,Keohane,Senior Staff,1990-09-19,62550
497174,Sanjiv,Bressoud,Engineer,1993-04-27,45255
497174,Sanjiv,Bressoud,Senior Engineer,1998-04-27,45255
497391,Paris,Lieblein,Engineer,1999-05-19,74583
497409,Reinhard,Erde,Engineer,1992-12-04,40000
497660,Gritta,Petereit,Senior Engineer,1985-04-06,50669
497835,Shuho,Laurillard,Technique Leader,1999-10-06,40000
498337,Naraig,Docker,Staff,1997-05-17,65293
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,40000
498838,Sanjay,Ciolek,Senior Staff,1998-12-13,40000
498456,Geraldo,Gerteisen,Senior Staff,1993-06-04,40000
498456,Geraldo,Gerteisen,Staff,1987-06-05,40000
498635,Florian,Pezzoli,Senior Staff,1997-07-22,43577
498635,Florian,Pezzoli,Staff,1988-07-22,43577
498838,Sanjay,Ciolek,Staff,1989-12-13,40000
498845,Arumugam,Pelc,Senior Engineer,1999-11-13,40000
498955,Nechama,Kandlur,Engineer,1995-01-16,52314
499260,Danae,Honglei,Engineer,1998-09-14,40000
498955,Nechama,Kandlur,Senior Engineer,2002-01-16,52314
499160,Urs,Rande,Staff,1990-01-25,40000
499194,Padma,Delgrange,Senior Staff,1998-01-02,61589
499495,Baoqiu,Kakkar,Engineer,1999-08-30,40000
